municipality_code,prefecture,municipality_name,reading_katakana
143669,神奈川県,開成町,かいせいまち
143821,神奈川県,箱根町,はこねまち
143839,神奈川県,真鶴町,まなづるまち
143847,神奈川県,湯河原町,ゆがわらまち
144011,神奈川県,愛川町,あいかわまち
144029,神奈川県,清川村,きよかわむら
151009,新潟県,新潟市,にいがたし
152021,新潟県,長岡市,ながおかし
152048,新潟県,三条市,さんじょうし
152056,新潟県,柏崎市,かしわざきし
152064,新潟県,新発田市,しばたし
152081,新潟県,小千谷市,おぢやし
152099,新潟県,加茂市,かもし
152102,新潟県,十日町市,とおかまちし
152111,新潟県,見附市,みつけし
152129,新潟県,村上市,むらかみし
152137,新潟県,燕市,つばめし
152161,新潟県,糸魚川市,いといがわし
152170,新潟県,妙高市,みょうこうし
152188,新潟県,五泉市,ごせんし
152226,新潟県,上越市,じょうえつし
152234,新潟県,阿賀野市,あがのし
152242,新潟県,佐渡市,さどし
152251,新潟県,魚沼市,うおぬまし
152269,新潟県,南魚沼市,みなみうおぬまし
152277,新潟県,胎内市,たいないし
153079,新潟県,聖籠町,せいろうまち
153427,新潟県,弥彦村,やひこむら
153851,新潟県,阿賀町,あがまち
154059,新潟県,出雲崎町,いずもざきまち
154610,新潟県,湯沢町,ゆざわまち
154822,新潟県,津南町,つなんまち
155047,新潟県,刈羽村,かりわむら
155811,新潟県,関川村,せきかわむら
155861,新潟県,粟島浦村,あわしまうらむら
162019,富山県,富山市,とやまし
162027,富山県,高岡市,たかおかし
162043,富山県,魚津市,うおづし
162051,富山県,氷見市,ひみし
162060,富山県,滑川市,なめりかわし
162078,富山県,黒部市,くろべし
162086,富山県,砺波市,となみし
162094,富山県,小矢部市,おやべし
162108,富山県,南砺市,なんとし
162116,富山県,射水市,いみずし
163210,富山県,舟橋村,ふなはしむら
163228,富山県,上市町,かみいちまち
163236,富山県,立山町,たてやままち
163422,富山県,入善町,にゅうぜんまち
163431,富山県,朝日町,あさひまち
172014,石川県,金沢市,かなざわし
172022,石川県,七尾市,ななおし
172031,石川県,小松市,こまつし
172049,石川県,輪島市,わじまし
172057,石川県,珠洲市,すずし
172065,石川県,加賀市,かがし
172073,石川県,羽咋市,はくいし
172090,石川県,かほく市,かほくし
172103,石川県,白山市,はくさんし
172111,石川県,能美市,のみし
172120,石川県,野々市市,ののいちし
173240,石川県,川北町,かわきたまち
173614,石川県,津幡町,つばたまち
173657,石川県,内灘町,うちなだまち
173843,石川県,志賀町,しかまち
173860,石川県,宝達志水町,ほうだつしみずちょう
174076,石川県,中能登町,なかのとまち
174611,石川県,穴水町,あなみずまち
174637,石川県,能登町,のとちょう
182010,福井県,福井市,ふくいし
182028,福井県,敦賀市,つるがし
182044,福井県,小浜市,おばまし
182052,福井県,大野市,おおのし
182061,福井県,勝山市,かつやまし
182079,福井県,鯖江市,さばえし
182087,福井県,あわら市,あわらし
182095,福井県,越前市,えちぜんし
182109,福井県,坂井市,さかいし
183229,福井県,永平寺町,えいへいじちょう
183822,福井県,池田町,いけだちょう
184047,福井県,南越前町,みなみえちぜんちょう
184233,福井県,越前町,えちぜんちょう
184420,福井県,美浜町,みはまちょう
184837,福井県,おおい町,おおいちょう
185019,福井県,若狭町,わかさちょう
192015,山梨県,甲府市,こうふし
192023,山梨県,富士吉田市,ふじよしだし
192040,山梨県,都留市,つるし
192058,山梨県,山梨市,やまなしし
192066,山梨県,大月市,おおつきし
192074,山梨県,韮崎市,にらさきし
192082,山梨県,南アルプス市,みなみあるぷすし
192091,山梨県,北杜市,ほくとし
192104,山梨県,甲斐市,かいし
192112,山梨県,笛吹市,ふえふきし
192121,山梨県,上野原市,うえのはらし
192139,山梨県,甲州市,こうしゅうし
192147,山梨県,中央市,ちゅうおうし
193461,山梨県,市川三郷町,いちかわみさとちょう
193640,山梨県,早川町,はやかわちょう
193658,山梨県,身延町,みのぶちょう
193666,山梨県,南部町,なんぶちょう
193682,山梨県,富士川町,ふじかわちょう
193844,山梨県,昭和町,しょうわちょう
194221,山梨県,道志村,どうしむら
194239,山梨県,西桂町,にしかつらちょう
194247,山梨県,忍野村,おしのむら
194255,山梨県,山中湖村,やまなかこむら
194298,山梨県,鳴沢村,なるさわむら
194301,山梨県,富士河口湖町,ふじかわぐちこまち
194425,山梨県,小菅村,こすげむら
194433,山梨県,丹波山村,たばやまむら
202011,長野県,長野市,ながのし
202029,長野県,松本市,まつもとし
202037,長野県,上田市,うえだし
202045,長野県,岡谷市,おかやし
202053,長野県,飯田市,いいだし
202061,長野県,諏訪市,すわし
202070,長野県,須坂市,すざかし
202088,長野県,小諸市,こもろし
202096,長野県,伊那市,いなし
202100,長野県,駒ヶ根市,こまがねし
202118,長野県,中野市,なかのし
202126,長野県,大町市,おおまちし
202134,長野県,飯山市,いいやまし
202142,長野県,茅野市,ちのし
202151,長野県,塩尻市,しおじりし
202177,長野県,佐久市,さくし
202185,長野県,千曲市,ちくまし
202193,長野県,東御市,とうみし
202207,長野県,安曇野市,あづみのし
203033,長野県,小海町,こうみまち
203041,長野県,川上村,かわかみむら
203050,長野県,南牧村,みなみまきむら
203068,長野県,南相木村,みなみあいきむら
203076,長野県,北相木村,きたあいきむら
203092,長野県,佐久穂町,さくほまち
203211,長野県,軽井沢町,かるいざわまち
203238,長野県,御代田町,みよたまち
203491,長野県,青木村,あおきむら
203505,長野県,長和町,ながわまち
203611,長野県,下諏訪町,しもすわまち
203629,長野県,富士見町,ふじみまち
203637,長野県,原村,はらむら
203823,長野県,辰野町,たつのまち
203831,長野県,箕輪町,みのわまち
203840,長野県,飯島町,いいじままち
203858,長野県,南箕輪村,みなみみのわむら
203866,長野県,中川村,なかがわむら
203882,長野県,宮田村,みやだむら
204021,長野県,松川町,まつかわまち
204030,長野県,高森町,たかもりまち
204048,長野県,阿南町,あなんちょう
204072,長野県,阿智村,あちむら
204099,長野県,平谷村,ひらやむら
204102,長野県,根羽村,ねばむら
204111,長野県,下條村,しもじょうむら
204129,長野県,売木村,うるぎむら
204137,長野県,天龍村,てんりゅうむら
204145,長野県,泰阜村,やすおかむら
204153,長野県,喬木村,たかぎむら
204161,長野県,豊丘村,とよおかむら
204170,長野県,大鹿村,おおしかむら
204226,長野県,上松町,あげまつまち
204234,長野県,南木曽町,なぎそまち
204251,長野県,木祖村,きそむら
204293,長野県,王滝村,おうたきむら
204307,長野県,大桑村,おおくわむら
204323,長野県,木曽町,きそまち
204463,長野県,麻績村,おみむら
204480,長野県,生坂村,いくさかむら
204501,長野県,山形村,やまがたむら
204510,長野県,朝日村,あさひむら
204528,長野県,筑北村,ちくほくむら
204811,長野県,池田町,いけだまち
204820,長野県,松川村,まつかわむら
204854,長野県,白馬村,はくばむら
204862,長野県,小谷村,おたりむら
205214,長野県,坂城町,さかきまち
205419,長野県,小布施町,おぶせまち
205435,長野県,高山村,たかやまむら
205613,長野県,山ノ内町,やまのうちまち
205621,長野県,木島平村,きじまだいらむら
205630,長野県,野沢温泉村,のざわおんせんむら
205834,長野県,信濃町,しなのまち
205885,長野県,小川村,おがわむら
205907,長野県,飯綱町,いいづなまち
206024,長野県,栄村,さかえむら
212016,岐阜県,岐阜市,ぎふし
212024,岐阜県,大垣市,おおがきし
212032,岐阜県,高山市,たかやまし
212041,岐阜県,多治見市,たじみし
212059,岐阜県,関市,せきし
212067,岐阜県,中津川市,なかつがわし
212075,岐阜県,美濃市,みのし
212083,岐阜県,瑞浪市,みずなみし
212105,岐阜県,恵那市,えなし
212113,岐阜県,美濃加茂市,みのかもし
212121,岐阜県,土岐市,ときし
212130,岐阜県,各務原市,かかみがはらし
212148,岐阜県,可児市,かにし
212156,岐阜県,山県市,やまがたし
212164,岐阜県,瑞穂市,みずほし
212172,岐阜県,飛騨市,ひだし
212181,岐阜県,本巣市,もとすし
212199,岐阜県,郡上市,ぐじょうし
212202,岐阜県,下呂市,げろし
212211,岐阜県,海津市,かいづし
213021,岐阜県,岐南町,ぎなんちょう
213039,岐阜県,笠松町,かさまつちょう
213411,岐阜県,養老町,ようろうちょう
213616,岐阜県,垂井町,たるいちょう
213624,岐阜県,関ケ原町,せきがはらちょう
213811,岐阜県,神戸町,ごうどちょう
213829,岐阜県,輪之内町,わのうちちょう
213837,岐阜県,安八町,あんぱちちょう
214019,岐阜県,揖斐川町,いびがわちょう
214035,岐阜県,大野町,おおのちょう
214043,岐阜県,池田町,いけだちょう
214213,岐阜県,北方町,きたがたちょう
215015,岐阜県,坂祝町,さかほぎちょう
215023,岐阜県,富加町,とみかちょう
215031,岐阜県,川辺町,かわべちょう
215040,岐阜県,七宗町,ひちそうちょう
215058,岐阜県,八百津町,やおつちょう
215066,岐阜県,白川町,しらかわちょう
215074,岐阜県,東白川村,ひがししらかわむら
215210,岐阜県,御嵩町,みたけちょう
216046,岐阜県,白川村,しらかわむら
221007,静岡県,静岡市,しずおかし
221309,静岡県,浜松市,はままつし
222038,静岡県,沼津市,ぬまづし
222054,静岡県,熱海市,あたみし
222062,静岡県,三島市,みしまし
222071,静岡県,富士宮市,ふじのみやし
222089,静岡県,伊東市,いとうし
222097,静岡県,島田市,しまだし
222101,静岡県,富士市,ふじし
222119,静岡県,磐田市,いわたし
222127,静岡県,焼津市,やいづし
222135,静岡県,掛川市,かけがわし
222143,静岡県,藤枝市,ふじえだし
222151,静岡県,御殿場市,ごてんばし
222160,静岡県,袋井市,ふくろいし
222194,静岡県,下田市,しもだし
222208,静岡県,裾野市,すそのし
222216,静岡県,湖西市,こさいし
222224,静岡県,伊豆市,いずし
222232,静岡県,御前崎市,おまえざきし
222241,静岡県,菊川市,きくがわし
222259,静岡県,伊豆の国市,いずのくにし
222267,静岡県,牧之原市,まきのはらし
223018,静岡県,東伊豆町,ひがしいずちょう
223042,静岡県,南伊豆町,みなみいずちょう
223051,静岡県,松崎町,まつざきちょう
223069,静岡県,西伊豆町,にしいずちょう
223255,静岡県,函南町,かんなみちょう
223417,静岡県,清水町,しみずちょう
223425,静岡県,長泉町,ながいずみちょう
223441,静岡県,小山町,おやまちょう
224243,静岡県,吉田町,よしだちょう
224294,静岡県,川根本町,かわねほんちょう
224618,静岡県,森町,もりまち
231002,愛知県,名古屋市,なごやし
232017,愛知県,豊橋市,とよはしし
232025,愛知県,岡崎市,おかざきし
232033,愛知県,一宮市,いちのみやし
232041,愛知県,瀬戸市,せとし
232050,愛知県,半田市,はんだし
232068,愛知県,春日井市,かすがいし
232076,愛知県,豊川市,とよかわし
232084,愛知県,津島市,つしまし
232092,愛知県,碧南市,へきなんし
232106,愛知県,刈谷市,かりやし
232114,愛知県,豊田市,とよたし
232122,愛知県,安城市,あんじょうし
232131,愛知県,西尾市,にしおし
232149,愛知県,蒲郡市,がまごおりし
232157,愛知県,犬山市,いぬやまし
232165,愛知県,常滑市,とこなめし
232173,愛知県,江南市,こうなんし
232190,愛知県,小牧市,こまきし
232203,愛知県,稲沢市,いなざわし
232211,愛知県,新城市,しんしろし
232220,愛知県,東海市,とうかいし
232238,愛知県,大府市,おおぶし
232246,愛知県,知多市,ちたし
232254,愛知県,知立市,ちりゅうし
232262,愛知県,尾張旭市,おわりあさひし
232271,愛知県,高浜市,たかはまし
232289,愛知県,岩倉市,いわくらし
232297,愛知県,豊明市,とよあけし
232301,愛知県,日進市,にっしんし
232319,愛知県,田原市,たはらし
232327,愛知県,愛西市,あいさいし
232335,愛知県,清須市,きよすし
232343,愛知県,北名古屋市,きたなごやし
232351,愛知県,弥富市,やとみし
232360,愛知県,みよし市,みよしし
232378,愛知県,あま市,あまし
232386,愛知県,長久手市,ながくてし
233021,愛知県,東郷町,とうごうちょう
233421,愛知県,豊山町,とよやまちょう
233617,愛知県,大口町,おおぐちちょう
233625,愛知県,扶桑町,ふそうちょう
234249,愛知県,大治町,おおはるちょう
234257,愛知県,蟹江町,かにえちょう
234273,愛知県,飛島村,とびしまむら
234419,愛知県,阿久比町,あぐいちょう
234427,愛知県,東浦町,ひがしうらちょう
234460,愛知県,美浜町,みはまちょう
234478,愛知県,武豊町,たけとよちょう
235016,愛知県,幸田町,こうたちょう
235610,愛知県,設楽町,したらちょう
235628,愛知県,東栄町,とうえいちょう
235636,愛知県,豊根村,とよねむら
242012,三重県,津市,つし
242021,三重県,四日市市,よっかいちし
242039,三重県,伊勢市,いせし
242047,三重県,松阪市,まつさかし
242055,三重県,桑名市,くわなし
242071,三重県,鈴鹿市,すずかし
242080,三重県,名張市,なばりし
242098,三重県,尾鷲市,おわせし
242101,三重県,亀山市,かめやまし
242110,三重県,鳥羽市,とばし
242128,三重県,熊野市,くまのし
242144,三重県,いなべ市,いなべし
242152,三重県,志摩市,しまし
242161,三重県,伊賀市,いがし
243035,三重県,木曽岬町,きそさきちょう
243248,三重県,東員町,とういんちょう
243418,三重県,菰野町,こものちょう
243434,三重県,朝日町,あさひちょう
243442,三重県,川越町,かわごえちょう
244414,三重県,多気町,たきちょう
244422,三重県,明和町,めいわちょう
244431,三重県,大台町,おおだいちょう
244619,三重県,玉城町,たまきちょう
244708,三重県,度会町,わたらいちょう
244716,三重県,大紀町,たいきちょう
244724,三重県,南伊勢町,みなみいせちょう
245437,三重県,紀北町,きほくちょう
245615,三重県,御浜町,みはまちょう
245623,三重県,紀宝町,きほうちょう
252018,滋賀県,大津市,おおつし
252026,滋賀県,彦根市,ひこねし
252034,滋賀県,長浜市,ながはまし
252042,滋賀県,近江八幡市,おうみはちまんし
252069,滋賀県,草津市,くさつし
252077,滋賀県,守山市,もりやまし
252085,滋賀県,栗東市,りっとうし
252093,滋賀県,甲賀市,こうかし
252107,滋賀県,野洲市,やすし
252115,滋賀県,湖南市,こなんし
252123,滋賀県,高島市,たかしまし
252131,滋賀県,東近江市,ひがしおうみし
252140,滋賀県,米原市,まいばらし
253839,滋賀県,日野町,ひのちょう
253847,滋賀県,竜王町,りゆうおうちょう
254258,滋賀県,愛荘町,あいしょうちょう
254410,滋賀県,豊郷町,とよさとちょう
254428,滋賀県,甲良町,こうらちょう
254436,滋賀県,多賀町,たがちょう
261009,京都府,京都市,きょうとし
262021,京都府,舞鶴市,まいづるし
262030,京都府,綾部市,あやべし
262048,京都府,宇治市,うじし
262056,京都府,宮津市,みやづし
262064,京都府,亀岡市,かめおかし
262072,京都府,城陽市,じょうようし
262081,京都府,向日市,むこうし
262099,京都府,長岡京市,ながおかきょうし
262102,京都府,八幡市,やわたし
262111,京都府,京田辺市,きょうたなべし
262129,京都府,京丹後市,きょうたんごし
262137,京都府,南丹市,なんたんし
262145,京都府,木津川市,きづがわし
263036,京都府,大山崎町,おおやまざきちょう
263222,京都府,久御山町,くみやまちょう
263435,京都府,井手町,いでちょう
263443,京都府,宇治田原町,うじたわらちょう
263648,京都府,笠置町,かさぎちょう
263656,京都府,和束町,わづかちょう
263664,京都府,精華町,せいかちょう
263672,京都府,南山城村,みなみやましろむら
264075,京都府,京丹波町,きょうたんばちょう
264636,京都府,伊根町,いねちょう
264652,京都府,与謝野町,よさのちょう
271004,大阪府,大阪市,おおさかし
271403,大阪府,堺市,さかいし
272027,大阪府,岸和田市,きしわだし
272035,大阪府,豊中市,とよなかし
272043,大阪府,池田市,いけだし
272051,大阪府,吹田市,すいたし
272060,大阪府,泉大津市,いずみおおつし
272078,大阪府,高槻市,たかつきし
272086,大阪府,貝塚市,かいづかし
272094,大阪府,守口市,もりぐちし
272108,大阪府,枚方市,ひらかたし
272116,大阪府,茨木市,いばらきし
272124,大阪府,八尾市,やおし
272132,大阪府,泉佐野市,いずみさのし
272141,大阪府,富田林市,とんだばやしし
272159,大阪府,寝屋川市,ねやがわし
272167,大阪府,河内長野市,かわちながのし
272175,大阪府,松原市,まつばらし
272183,大阪府,大東市,だいとうし
272191,大阪府,和泉市,いずみし
272205,大阪府,箕面市,みのおし
272213,大阪府,柏原市,かしわらし
272221,大阪府,羽曳野市,はびきのし
272230,大阪府,門真市,かどまし
272248,大阪府,摂津市,せっつし
272256,大阪府,高石市,たかいしし
272264,大阪府,藤井寺市,ふじいでらし
272272,大阪府,東大阪市,ひがしおおさかし
272281,大阪府,泉南市,せんなんし
272299,大阪府,四條畷市,しじようなわてし
272302,大阪府,交野市,かたのし
272311,大阪府,大阪狭山市,おおさかさやまし
272329,大阪府,阪南市,はんなんし
273210,大阪府,豊能町,とよのちょう
273228,大阪府,能勢町,のせちょう
273414,大阪府,忠岡町,ただおかちょう
273619,大阪府,熊取町,くまとりちょう
273627,大阪府,田尻町,たじりちょう
273660,大阪府,岬町,みさきちょう
273813,大阪府,太子町,たいしちょう
273821,大阪府,河南町,かなんちょう
273830,大阪府,千早赤阪村,ちはやあかさかむら
281000,兵庫県,神戸市,こうべし
282014,兵庫県,姫路市,ひめじし
282022,兵庫県,尼崎市,あまがさきし
282031,兵庫県,明石市,あかしし
282049,兵庫県,西宮市,にしのみやし
282057,兵庫県,洲本市,すもとし
282065,兵庫県,芦屋市,あしやし
282073,兵庫県,伊丹市,いたみし
282081,兵庫県,相生市,あいおいし
282090,兵庫県,豊岡市,とよおかし
282103,兵庫県,加古川市,かこがわし
282120,兵庫県,赤穂市,あこうし
282138,兵庫県,西脇市,にしわきし
282146,兵庫県,宝塚市,たからづかし
282154,兵庫県,三木市,みきし
282162,兵庫県,高砂市,たかさごし
282171,兵庫県,川西市,かわにしし
282189,兵庫県,小野市,おのし
282197,兵庫県,三田市,さんだし
282201,兵庫県,加西市,かさいし
282219,兵庫県,丹波篠山市,たんばささやまし
282227,兵庫県,養父市,やぶし
282235,兵庫県,丹波市,たんばし
282243,兵庫県,南あわじ市,みなみあわじし
282251,兵庫県,朝来市,あさごし
282260,兵庫県,淡路市,あわじし
282278,兵庫県,宍粟市,しそうし
282286,兵庫県,加東市,かとうし
282294,兵庫県,たつの市,たつのし
283011,兵庫県,猪名川町,いながわちょう
283657,兵庫県,多可町,たかちょう
283819,兵庫県,稲美町,いなみちょう
283827,兵庫県,播磨町,はりまちょう
284424,兵庫県,市川町,いちかわちょう
284432,兵庫県,福崎町,ふくさきちょう
284467,兵庫県,神河町,かみかわちょう
284645,兵庫県,太子町,たいしちょう
284815,兵庫県,上郡町,かみごおりちょう
285013,兵庫県,佐用町,さようちょう
285854,兵庫県,香美町,かみちょう
285862,兵庫県,新温泉町,しんおんせんちょう
292010,奈良県,奈良市,ならし
292028,奈良県,大和高田市,やまとたかだし
292036,奈良県,大和郡山市,やまとこおりやまし
292044,奈良県,天理市,てんりし
292052,奈良県,橿原市,かしはらし
292061,奈良県,桜井市,さくらいし
292087,奈良県,御所市,ごせし
292095,奈良県,生駒市,いこまし
292109,奈良県,香芝市,かしばし
292117,奈良県,葛城市,かつらぎし
292125,奈良県,宇陀市,うだし
293229,奈良県,山添村,やまぞえむら
293423,奈良県,平群町,へぐりちょう
293431,奈良県,三郷町,さんごうちょう
293440,奈良県,斑鳩町,いかるがちょう
293458,奈良県,安堵町,あんどちょう
293610,奈良県,川西町,かわにしちょう
293628,奈良県,三宅町,みやけちょう
293636,奈良県,田原本町,たわらもとちょう
293857,奈良県,曽爾村,そにむら
293865,奈良県,御杖村,みつえむら
294012,奈良県,高取町,たかとりちょう
294021,奈良県,明日香村,あすかむら
294241,奈良県,上牧町,かんまきちょう
294250,奈良県,王寺町,おうじちょう
294268,奈良県,広陵町,こうりようちょう
294276,奈良県,河合町,かわいちょう
294411,奈良県,吉野町,よしのちょう
294420,奈良県,大淀町,おおよどちょう
294438,奈良県,下市町,しもいちちょう
294446,奈良県,黒滝村,くろたきむら
294462,奈良県,天川村,てんかわむら
294471,奈良県,野迫川村,のせがわむら
294497,奈良県,十津川村,とつかわむら
294501,奈良県,下北山村,しもきたやまむら
294519,奈良県,上北山村,かみきたやまむら
294527,奈良県,川上村,かわかみむら
294535,奈良県,東吉野村,ひがしよしのむら
302015,和歌山県,和歌山市,わかやまし
302023,和歌山県,海南市,かいなんし
302031,和歌山県,橋本市,はしもとし
302040,和歌山県,有田市,ありだし
302058,和歌山県,御坊市,ごぼうし
302066,和歌山県,田辺市,たなべし
302074,和歌山県,新宮市,しんぐうし
302082,和歌山県,紀の川市,きのかわし
302091,和歌山県,岩出市,いわでし
303046,和歌山県,紀美野町,きみのちょう
303411,和歌山県,かつらぎ町,かつらぎちょう
303437,和歌山県,九度山町,くどやまちょう
303445,和歌山県,高野町,こうやちょう
303615,和歌山県,湯浅町,ゆあさちょう
303623,和歌山県,広川町,ひろがわちょう
303666,和歌山県,有田川町,ありだがわちょう
303810,和歌山県,美浜町,みはまちょう
303828,和歌山県,日高町,ひだかちょう
303836,和歌山県,由良町,ゆらちょう
303909,和歌山県,印南町,いなみちょう
303917,和歌山県,みなべ町,みなべちょう
303925,和歌山県,日高川町,ひだかがわちょう
304018,和歌山県,白浜町,しらはまちょう
304042,和歌山県,上富田町,かみとんだちょう
304069,和歌山県,すさみ町,すさみちょう
304221,和歌山県,太地町,たいじちょう
304247,和歌山県,古座川町,こざがわちょう
304271,和歌山県,北山村,きたやまむら
304280,和歌山県,串本町,くしもとちょう
312011,鳥取県,鳥取市,とっとりし
312029,鳥取県,米子市,よなごし
312037,鳥取県,倉吉市,くらよしし
312045,鳥取県,境港市,さかいみなとし
313025,鳥取県,岩美町,いわみちょう
313254,鳥取県,若桜町,わかさちょう
313289,鳥取県,智頭町,ちづちょう
313297,鳥取県,八頭町,やずちょう
313645,鳥取県,三朝町,みささちょう
313700,鳥取県,湯梨浜町,ゆりはまちょう
313718,鳥取県,琴浦町,ことうらちょう
313726,鳥取県,北栄町,ほくえいちょう
313840,鳥取県,日吉津村,ひえづそん
313866,鳥取県,大山町,だいせんちょう
313891,鳥取県,南部町,なんぶちょう
313904,鳥取県,伯耆町,ほうきちょう
314013,鳥取県,日南町,にちなんちょう
314021,鳥取県,日野町,ひのちょう
314030,鳥取県,江府町,こうふちょう
322016,島根県,松江市,まつえし
322024,島根県,浜田市,はまだし
322032,島根県,出雲市,いずもし
322041,島根県,益田市,ますだし
322059,島根県,大田市,おおだし
322067,島根県,安来市,やすぎし
322075,島根県,江津市,ごうつし
322091,島根県,雲南市,うんなんし
323438,島根県,奥出雲町,おくいずもちょう
323861,島根県,飯南町,いいなんちょう
324418,島根県,川本町,かわもとまち
324485,島根県,美郷町,みさとちょう
324493,島根県,邑南町,おおなんちょう
325015,島根県,津和野町,つわのちょう
325058,島根県,吉賀町,よしかちょう
325252,島根県,海士町,あまちょう
325261,島根県,西ノ島町,にしのしまちょう
325279,島根県,知夫村,ちぶむら
325287,島根県,隠岐の島町,おきのしまちょう
331007,岡山県,岡山市,おかやまし
332020,岡山県,倉敷市,くらしきし
332038,岡山県,津山市,つやまし
332046,岡山県,玉野市,たまのし
332054,岡山県,笠岡市,かさおかし
332071,岡山県,井原市,いばらし
332089,岡山県,総社市,そうじやし
332097,岡山県,高梁市,たかはしし
332101,岡山県,新見市,にいみし
332119,岡山県,備前市,びぜんし
332127,岡山県,瀬戸内市,せとうちし
332135,岡山県,赤磐市,あかいわし
332143,岡山県,真庭市,まにわし
332160,岡山県,浅口市,あさくちし
333468,岡山県,和気町,わけちょう
334235,岡山県,早島町,はやしまちょう
334456,岡山県,里庄町,さとしょうちょう
334618,岡山県,矢掛町,やかげちょう
335860,岡山県,新庄村,しんじようそん
336068,岡山県,鏡野町,かがみのちょう
336220,岡山県,勝央町,しょうおうちょう
336238,岡山県,奈義町,なぎちょう
336432,岡山県,西粟倉村,にしあわくらそん
336637,岡山県,久米南町,くめなんちょう
336661,岡山県,美咲町,みさきちょう
336815,岡山県,吉備中央町,きびちゅうおうちょう
341002,広島県,広島市,ひろしまし
342025,広島県,呉市,くれし
342033,広島県,竹原市,たけはらし
342041,広島県,三原市,みはらし
342050,広島県,尾道市,おのみちし
342076,広島県,福山市,ふくやまし
342084,広島県,府中市,ふちゅうし
342092,広島県,三次市,みよしし
342106,広島県,庄原市,しょうばらし
342114,広島県,大竹市,おおたけし
342122,広島県,東広島市,ひがしひろしまし
342131,広島県,廿日市市,はつかいちし
342149,広島県,安芸高田市,あきたかたし
342157,広島県,江田島市,えたじまし
343021,広島県,府中町,ふちゅうちょう
343048,広島県,海田町,かいたちょう
343072,広島県,熊野町,くまのちょう
343099,広島県,坂町,さかちょう
343684,広島県,安芸太田町,あきおおたちょう
343692,広島県,北広島町,きたひろしまちょう
344311,広島県,大崎上島町,おおさきかみじまちょう
344621,広島県,世羅町,せらちょう
345458,広島県,神石高原町,じんせきこうげんちょう
352012,山口県,下関市,しものせきし
352021,山口県,宇部市,うべし
352039,山口県,山口市,やまぐちし
352047,山口県,萩市,はぎし
352063,山口県,防府市,ほうふし
352071,山口県,下松市,くだまつし
352080,山口県,岩国市,いわくにし
352101,山口県,光市,ひかりし
352110,山口県,長門市,ながとし
352128,山口県,柳井市,やないし
352136,山口県,美祢市,みねし
352152,山口県,周南市,しゅうなんし
352161,山口県,山陽小野田市,さんようおのだし
353051,山口県,周防大島町,すおうおおしまちょう
353213,山口県,和木町,わきちょう
353418,山口県,上関町,かみのせきちょう
353434,山口県,田布施町,たぶせちょう
353442,山口県,平生町,ひらおちょう
355020,山口県,阿武町,あぶちょう
362026,徳島県,鳴門市,なるとし
362034,徳島県,小松島市,こまつしまし
362042,徳島県,阿南市,あなんし
362051,徳島県,吉野川市,よしのがわし
362069,徳島県,阿波市,あわし
362077,徳島県,美馬市,みまし
362085,徳島県,三好市,みよしし
363014,徳島県,勝浦町,かつうらちょう
363022,徳島県,上勝町,かみかつちょう
363219,徳島県,佐那河内村,さなごうちそん
363413,徳島県,石井町,いしいちょう
363421,徳島県,神山町,かみやまちょう
363685,徳島県,那賀町,なかちょう
363839,徳島県,牟岐町,むぎちょう
363871,徳島県,美波町,みなみちょう
363880,徳島県,海陽町,かいようちょう
364011,徳島県,松茂町,まつしげちょう
364029,徳島県,北島町,きたじまちょう
364037,徳島県,藍住町,あいずみちょう
364045,徳島県,板野町,いたのちょう
364053,徳島県,上板町,かみいたちょう
364681,徳島県,つるぎ町,つるぎちょう
364894,徳島県,東みよし町,ひがしみよしちょう
372013,香川県,高松市,たかまつし
372021,香川県,丸亀市,まるがめし
372030,香川県,坂出市,さかいでし
372048,香川県,善通寺市,ぜんつうじし
372056,香川県,観音寺市,かんおんじし
372064,香川県,さぬき市,さぬきし
372072,香川県,東かがわ市,ひがしかがわし
372081,香川県,三豊市,みとよし
373222,香川県,土庄町,とのしょうちょう
373249,香川県,小豆島町,しょうどしまちょう
373419,香川県,三木町,みきちょう
373648,香川県,直島町,なおしまちょう
373869,香川県,宇多津町,うたづちょう
373877,香川県,綾川町,あやがわちょう
374032,香川県,琴平町,ことひらちょう
374041,香川県,多度津町,たどつちょう
374067,香川県,まんのう町,まんのうちょう
382019,愛媛県,松山市,まつやまし
382027,愛媛県,今治市,いまばりし
382035,愛媛県,宇和島市,うわじまし
382043,愛媛県,八幡浜市,やわたはまし
382051,愛媛県,新居浜市,にいはまし
382060,愛媛県,西条市,さいじょうし
382078,愛媛県,大洲市,おおずし
382108,愛媛県,伊予市,いよし
382132,愛媛県,四国中央市,しこくちゅうおうし
382141,愛媛県,西予市,せいよし
382159,愛媛県,東温市,とうおんし
383562,愛媛県,上島町,かみじまちょう
383864,愛媛県,久万高原町,くまこうげんちょう
384011,愛媛県,松前町,まさきちょう
384020,愛媛県,砥部町,とべちょう
384224,愛媛県,内子町,うちこちょう
384844,愛媛県,松野町,まつのちょう
384887,愛媛県,鬼北町,きほくちょう
385069,愛媛県,愛南町,あいなんちょう
392014,高知県,高知市,こうちし
392022,高知県,室戸市,むろとし
392031,高知県,安芸市,あきし
392049,高知県,南国市,なんこくし
392057,高知県,土佐市,とさし
392065,高知県,須崎市,すさきし
392081,高知県,宿毛市,すくもし
392090,高知県,土佐清水市,とさしみずし
392103,高知県,四万十市,しまんとし
