municipality_code,prefecture,municipality_name,reading_hiragana,municipality_category,name_short,reading_short
082333,茨城県,行方市,なめがたし,市,行方,なめがた
082341,茨城県,鉾田市,ほこたし,市,鉾田,ほこた
082350,茨城県,つくばみらい市,つくばみらいし,市,つくばみらい,つくばみらい
082368,茨城県,小美玉市,おみたまし,市,小美玉,おみたま
083020,茨城県,茨城町,いばらきまち,町,茨城,いばらき
083097,茨城県,大洗町,おおあらいまち,町,大洗,おおあらい
083101,茨城県,城里町,しろさとまち,町,城里,しろさと
083411,茨城県,東海村,とうかいむら,村,東海,とうかい
083640,茨城県,大子町,だいごまち,町,大子,だいご
084425,茨城県,美浦村,みほむら,村,美浦,みほ
084433,茨城県,阿見町,あみまち,町,阿見,あみ
084476,茨城県,河内町,かわちまち,町,河内,かわち
085219,茨城県,八千代町,やちよまち,町,八千代,やちよ
085421,茨城県,五霞町,ごかまち,町,五霞,ごか
085464,茨城県,境町,さかいまち,町,境,さかい
085642,茨城県,利根町,とねまち,町,利根,とね
092011,栃木県,宇都宮市,うつのみやし,市,宇都宮,うつのみや
092029,栃木県,足利市,あしかがし,市,足利,あしかが
092037,栃木県,栃木市,とちぎし,市,栃木,とちぎ
092045,栃木県,佐野市,さのし,市,佐野,さの
092053,栃木県,鹿沼市,かぬまし,市,鹿沼,かぬま
092061,栃木県,日光市,にっこうし,市,日光,にっこう
092088,栃木県,小山市,おやまし,市,小山,おやま
092096,栃木県,真岡市,もおかし,市,真岡,もおか
092100,栃木県,大田原市,おおたわらし,市,大田原,おおたわら
092118,栃木県,矢板市,やいたし,市,矢板,やいた
092134,栃木県,那須塩原市,なすしおばらし,市,那須塩原,なすしおばら
092142,栃木県,さくら市,さくらし,市,さくら,さくら
092151,栃木県,那須烏山市,なすからすやまし,市,那須烏山,なすからすやま
092169,栃木県,下野市,しもつけし,市,下野,しもつけ
093017,栃木県,上三川町,かみのかわまち,町,上三川,かみのかわ
093424,栃木県,益子町,ましこまち,町,益子,ましこ
093432,栃木県,茂木町,もてぎまち,町,茂木,もてぎ
093441,栃木県,市貝町,いちかいまち,町,市貝,いちかい
093459,栃木県,芳賀町,はがまち,町,芳賀,はが
093611,栃木県,壬生町,みぶまち,町,壬生,みぶ
093645,栃木県,野木町,のぎまち,町,野木,のぎ
093840,栃木県,塩谷町,しおやまち,町,塩谷,しおや
093866,栃木県,高根沢町,たかねざわまち,町,高根沢,たかねざわ
094072,栃木県,那須町,なすまち,町,那須,なす
094111,栃木県,那珂川町,なかがわまち,町,那珂川,なかがわ
102016,群馬県,前橋市,まえばしし,市,前橋,まえばし
102024,群馬県,高崎市,たかさきし,市,高崎,たかさき
102032,群馬県,桐生市,きりゅうし,市,桐生,きりゅう
102041,群馬県,伊勢崎市,いせさきし,市,伊勢崎,いせさき
102059,群馬県,太田市,おおたし,市,太田,おおた
102067,群馬県,沼田市,ぬまたし,市,沼田,ぬまた
102075,群馬県,館林市,たてばやしし,市,館林,たてばやし
102083,群馬県,渋川市,しぶかわし,市,渋川,しぶかわ
102091,群馬県,藤岡市,ふじおかし,市,藤岡,ふじおか
102105,群馬県,富岡市,とみおかし,市,富岡,とみおか
102113,群馬県,安中市,あんなかし,市,安中,あんなか
102121,群馬県,みどり市,みどりし,市,みどり,みどり
103446,群馬県,榛東村,しんとうむら,村,榛東,しんとう
103454,群馬県,吉岡町,よしおかまち,町,吉岡,よしおか
103667,群馬県,上野村,うえのむら,村,上野,うえの
103675,群馬県,神流町,かんなまち,町,神流,かんな
103829,群馬県,下仁田町,しもにたまち,町,下仁田,しもにた
103837,群馬県,南牧村,なんもくむら,村,南牧,なんもく
103845,群馬県,甘楽町,かんらまち,町,甘楽,かんら
104213,群馬県,中之条町,なかのじようまち,町,中之条,なかのじよう
104248,群馬県,長野原町,ながのはらまち,町,長野原,ながのはら
104256,群馬県,嬬恋村,つまごいむら,村,嬬恋,つまごい
104264,群馬県,草津町,くさつまち,町,草津,くさつ
104281,群馬県,高山村,たかやまむら,村,高山,たかやま
104299,群馬県,東吾妻町,ひがしあがつままち,町,東吾妻,ひがしあがつま
104434,群馬県,片品村,かたしなむら,村,片品,かたしな
104442,群馬県,川場村,かわばむら,村,川場,かわば
104485,群馬県,昭和村,しょうわむら,村,昭和,しょうわ
104493,群馬県,みなかみ町,みなかみまち,町,みなかみ,みなかみ
104647,群馬県,玉村町,たまむらまち,町,玉村,たまむら
105210,群馬県,板倉町,いたくらまち,町,板倉,いたくら
105228,群馬県,明和町,めいわまち,町,明和,めいわ
105236,群馬県,千代田町,ちよだまち,町,千代田,ちよだ
105244,群馬県,大泉町,おおいずみまち,町,大泉,おおいずみ
105252,群馬県,邑楽町,おうらまち,町,邑楽,おうら
111007,埼玉県,さいたま市,さいたまし,市,さいたま,さいたま
112011,埼玉県,川越市,かわごえし,市,川越,かわごえ
112020,埼玉県,熊谷市,くまがやし,市,熊谷,くまがや
112038,埼玉県,川口市,かわぐちし,市,川口,かわぐち
112062,埼玉県,行田市,ぎようだし,市,行田,ぎようだ
112071,埼玉県,秩父市,ちちぶし,市,秩父,ちちぶ
112089,埼玉県,所沢市,ところざわし,市,所沢,ところざわ
112097,埼玉県,飯能市,はんのうし,市,飯能,はんのう
112101,埼玉県,加須市,かぞし,市,加須,かぞ
112119,埼玉県,本庄市,ほんじようし,市,本庄,ほんじよう
112127,埼玉県,東松山市,ひがしまつやまし,市,東松山,ひがしまつやま
112143,埼玉県,春日部市,かすかべし,市,春日部,かすかべ
112151,埼玉県,狭山市,さやまし,市,狭山,さやま
112160,埼玉県,羽生市,はにゆうし,市,羽生,はにゆう
112178,埼玉県,鴻巣市,こうのすし,市,鴻巣,こうのす
112186,埼玉県,深谷市,ふかやし,市,深谷,ふかや
112194,埼玉県,上尾市,あげおし,市,上尾,あげお
112216,埼玉県,草加市,そうかし,市,草加,そうか
112224,埼玉県,越谷市,こしがやし,市,越谷,こしがや
112232,埼玉県,蕨市,わらびし,市,蕨,わらび
112241,埼玉県,戸田市,とだし,市,戸田,とだ
112259,埼玉県,入間市,いるまし,市,入間,いるま
112275,埼玉県,朝霞市,あさかし,市,朝霞,あさか
112283,埼玉県,志木市,しきし,市,志木,しき
112291,埼玉県,和光市,わこうし,市,和光,わこう
112305,埼玉県,新座市,にいざし,市,新座,にいざ
112313,埼玉県,桶川市,おけがわし,市,桶川,おけがわ
112321,埼玉県,久喜市,くきし,市,久喜,くき
112330,埼玉県,北本市,きたもとし,市,北本,きたもと
112348,埼玉県,八潮市,やしおし,市,八潮,やしお
112356,埼玉県,富士見市,ふじみし,市,富士見,ふじみ
112372,埼玉県,三郷市,みさとし,市,三郷,みさと
112381,埼玉県,蓮田市,はすだし,市,蓮田,はすだ
112399,埼玉県,坂戸市,さかどし,市,坂戸,さかど
112402,埼玉県,幸手市,さってし,市,幸手,さって
112411,埼玉県,鶴ヶ島市,つるがしまし,市,鶴ヶ島,つるがしま
112429,埼玉県,日高市,ひだかし,市,日高,ひだか
112437,埼玉県,吉川市,よしかわし,市,吉川,よしかわ
112453,埼玉県,ふじみ野市,ふじみのし,市,ふじみ野,ふじみの
112461,埼玉県,白岡市,しらおかし,市,白岡,しらおか
113018,埼玉県,伊奈町,いなまち,町,伊奈,いな
113247,埼玉県,三芳町,みよしまち,町,三芳,みよし
113263,埼玉県,毛呂山町,もろやままち,町,毛呂山,もろやま
113271,埼玉県,越生町,おごせまち,町,越生,おごせ
113417,埼玉県,滑川町,なめがわまち,町,滑川,なめがわ
113425,埼玉県,嵐山町,らんざんまち,町,嵐山,らんざん
113433,埼玉県,小川町,おがわまち,町,小川,おがわ
113468,埼玉県,川島町,かわじままち,町,川島,かわじま
113476,埼玉県,吉見町,よしみまち,町,吉見,よしみ
113484,埼玉県,鳩山町,はとやままち,町,鳩山,はとやま
113492,埼玉県,ときがわ町,ときがわまち,町,ときがわ,ときがわ
113611,埼玉県,横瀬町,よこぜまち,町,横瀬,よこぜ
113620,埼玉県,皆野町,みなのまち,町,皆野,みなの
113638,埼玉県,長瀞町,ながとろまち,町,長瀞,ながとろ
113654,埼玉県,小鹿野町,おがのまち,町,小鹿野,おがの
113697,埼玉県,東秩父村,ひがしちちぶむら,村,東秩父,ひがしちちぶ
113816,埼玉県,美里町,みさとまち,町,美里,みさと
113832,埼玉県,神川町,かみかわまち,町,神川,かみかわ
113859,埼玉県,上里町,かみさとまち,町,上里,かみさと
114081,埼玉県,寄居町,よりいまち,町,寄居,よりい
114421,埼玉県,宮代町,みやしろまち,町,宮代,みやしろ
114642,埼玉県,杉戸町,すぎとまち,町,杉戸,すぎと
114651,埼玉県,松伏町,まつぶしまち,町,松伏,まつぶし
121002,千葉県,千葉市,ちばし,市,千葉,ちば
122025,千葉県,銚子市,ちょうしし,市,銚子,ちょうし
122033,千葉県,市川市,いちかわし,市,市川,いちかわ
122041,千葉県,船橋市,ふなばしし,市,船橋,ふなばし
122050,千葉県,館山市,たてやまし,市,館山,たてやま
122068,千葉県,木更津市,きさらづし,市,木更津,きさらづ
122076,千葉県,松戸市,まつどし,市,松戸,まつど
122084,千葉県,野田市,のだし,市,野田,のだ
122106,千葉県,茂原市,もばらし,市,茂原,もばら
122114,千葉県,成田市,なりたし,市,成田,なりた
122122,千葉県,佐倉市,さくらし,市,佐倉,さくら
122131,千葉県,東金市,とうがねし,市,東金,とうがね
122157,千葉県,旭市,あさひし,市,旭,あさひ
122165,千葉県,習志野市,ならしのし,市,習志野,ならしの
122173,千葉県,柏市,かしわし,市,柏,かしわ
122181,千葉県,勝浦市,かつうらし,市,勝浦,かつうら
122190,千葉県,市原市,いちはらし,市,市原,いちはら
122203,千葉県,流山市,ながれやまし,市,流山,ながれやま
122211,千葉県,八千代市,やちよし,市,八千代,やちよ
122220,千葉県,我孫子市,あびこし,市,我孫子,あびこ
122238,千葉県,鴨川市,かもがわし,市,鴨川,かもがわ
122246,千葉県,鎌ケ谷市,かまがやし,市,鎌ケ谷,かまがや
122254,千葉県,君津市,きみつし,市,君津,きみつ
122262,千葉県,富津市,ふっつし,市,富津,ふっつ
122271,千葉県,浦安市,うらやすし,市,浦安,うらやす
122289,千葉県,四街道市,よつかいどうし,市,四街道,よつかいどう
122297,千葉県,袖ケ浦市,そでがうらし,市,袖ケ浦,そでがうら
122301,千葉県,八街市,やちまたし,市,八街,やちまた
122319,千葉県,印西市,いんざいし,市,印西,いんざい
122327,千葉県,白井市,しろいし,市,白井,しろい
122335,千葉県,富里市,とみさとし,市,富里,とみさと
122343,千葉県,南房総市,みなみぼうそうし,市,南房総,みなみぼうそう
122351,千葉県,匝瑳市,そうさし,市,匝瑳,そうさ
122360,千葉県,香取市,かとりし,市,香取,かとり
122378,千葉県,山武市,さんむし,市,山武,さんむ
122386,千葉県,いすみ市,いすみし,市,いすみ,いすみ
122394,千葉県,大網白里市,おおあみしらさとし,市,大網白里,おおあみしらさと
123226,千葉県,酒々井町,しすいまち,町,酒々井,しすい
123293,千葉県,栄町,さかえまち,町,栄,さかえ
123421,千葉県,神崎町,こうざきまち,町,神崎,こうざき
123471,千葉県,多古町,たこまち,町,多古,たこ
123498,千葉県,東庄町,とうのしょうまち,町,東庄,とうのしょう
124036,千葉県,九十九里町,くじゆうくりまち,町,九十九里,くじゆうくり
124095,千葉県,芝山町,しばやままち,町,芝山,しばやま
124109,千葉県,横芝光町,よこしばひかりまち,町,横芝光,よこしばひかり
124214,千葉県,一宮町,いちのみやまち,町,一宮,いちのみや
124222,千葉県,睦沢町,むつざわまち,町,睦沢,むつざわ
124231,千葉県,長生村,ちょうせいむら,村,長生,ちょうせい
124249,千葉県,白子町,しらこまち,町,白子,しらこ
124265,千葉県,長柄町,ながらまち,町,長柄,ながら
124273,千葉県,長南町,ちょうなんまち,町,長南,ちょうなん
124419,千葉県,大多喜町,おおたきまち,町,大多喜,おおたき
124435,千葉県,御宿町,おんじゆくまち,町,御宿,おんじゆく
124630,千葉県,鋸南町,きよなんまち,町,鋸南,きよなん
132012,東京都,八王子市,はちおうじし,市,八王子,はちおうじ
132021,東京都,立川市,たちかわし,市,立川,たちかわ
132039,東京都,武蔵野市,むさしのし,市,武蔵野,むさしの
132047,東京都,三鷹市,みたかし,市,三鷹,みたか
132055,東京都,青梅市,おうめし,市,青梅,おうめ
132063,東京都,府中市,ふちゅうし,市,府中,ふちゅう
132071,東京都,昭島市,あきしまし,市,昭島,あきしま
132080,東京都,調布市,ちょうふし,市,調布,ちょうふ
132098,東京都,町田市,まちだし,市,町田,まちだ
132101,東京都,小金井市,こがねいし,市,小金井,こがねい
132110,東京都,小平市,こだいらし,市,小平,こだいら
132128,東京都,日野市,ひのし,市,日野,ひの
132136,東京都,東村山市,ひがしむらやまし,市,東村山,ひがしむらやま
132144,東京都,国分寺市,こくぶんじし,市,国分寺,こくぶんじ
132152,東京都,国立市,くにたちし,市,国立,くにたち
132187,東京都,福生市,ふっさし,市,福生,ふっさ
132195,東京都,狛江市,こまえし,市,狛江,こまえ
132209,東京都,東大和市,ひがしやまとし,市,東大和,ひがしやまと
132217,東京都,清瀬市,きよせし,市,清瀬,きよせ
132225,東京都,東久留米市,ひがしくるめし,市,東久留米,ひがしくるめ
132233,東京都,武蔵村山市,むさしむらやまし,市,武蔵村山,むさしむらやま
132241,東京都,多摩市,たまし,市,多摩,たま
132250,東京都,稲城市,いなぎし,市,稲城,いなぎ
132276,東京都,羽村市,はむらし,市,羽村,はむら
132284,東京都,あきる野市,あきるのし,市,あきる野,あきるの
132292,東京都,西東京市,にしとうきょうし,市,西東京,にしとうきょう
133035,東京都,瑞穂町,みずほまち,町,瑞穂,みずほ
133051,東京都,日の出町,ひのでまち,町,日の出,ひので
133078,東京都,檜原村,ひのはらむら,村,檜原,ひのはら
133086,東京都,奥多摩町,おくたままち,町,奥多摩,おくたま
133612,東京都,大島町,おおしままち,町,大島,おおしま
133621,東京都,利島村,としまむら,村,利島,としま
133639,東京都,新島村,にいじまむら,村,新島,にいじま
133647,東京都,神津島村,こうづしまむら,村,神津島,こうづしま
133817,東京都,三宅村,みやけむら,村,三宅,みやけ
133825,東京都,御蔵島村,みくらじまむら,村,御蔵島,みくらじま
134015,東京都,八丈町,はちじょうまち,町,八丈,はちじょう
134023,東京都,青ヶ島村,あおがしまむら,村,青ヶ島,あおがしま
134210,東京都,小笠原村,おがさわらむら,村,小笠原,おがさわら
141003,神奈川県,横浜市,よこはまし,市,横浜,よこはま
141305,神奈川県,川崎市,かわさきし,市,川崎,かわさき
141500,神奈川県,相模原市,さがみはらし,市,相模原,さがみはら
142018,神奈川県,横須賀市,よこすかし,市,横須賀,よこすか
142034,神奈川県,平塚市,ひらつかし,市,平塚,ひらつか
142042,神奈川県,鎌倉市,かまくらし,市,鎌倉,かまくら
142051,神奈川県,藤沢市,ふじさわし,市,藤沢,ふじさわ
142069,神奈川県,小田原市,おだわらし,市,小田原,おだわら
142077,神奈川県,茅ヶ崎市,ちがさきし,市,茅ヶ崎,ちがさき
142085,神奈川県,逗子市,ずしし,市,逗子,ずし
142107,神奈川県,三浦市,みうらし,市,三浦,みうら
142115,神奈川県,秦野市,はだのし,市,秦野,はだの
142123,神奈川県,厚木市,あつぎし,市,厚木,あつぎ
142131,神奈川県,大和市,やまとし,市,大和,やまと
142140,神奈川県,伊勢原市,いせはらし,市,伊勢原,いせはら
142158,神奈川県,海老名市,えびなし,市,海老名,えびな
142166,神奈川県,座間市,ざまし,市,座間,ざま
142174,神奈川県,南足柄市,みなみあしがらし,市,南足柄,みなみあしがら
142182,神奈川県,綾瀬市,あやせし,市,綾瀬,あやせ
143014,神奈川県,葉山町,はやままち,町,葉山,はやま
143219,神奈川県,寒川町,さむかわまち,町,寒川,さむかわ
143413,神奈川県,大磯町,おおいそまち,町,大磯,おおいそ
143421,神奈川県,二宮町,にのみやまち,町,二宮,にのみや
143618,神奈川県,中井町,なかいまち,町,中井,なかい
143626,神奈川県,大井町,おおいまち,町,大井,おおい
143634,神奈川県,松田町,まつだまち,町,松田,まつだ
143642,神奈川県,山北町,やまきたまち,町,山北,やまきた
143669,神奈川県,開成町,かいせいまち,町,開成,かいせい
143821,神奈川県,箱根町,はこねまち,町,箱根,はこね
143839,神奈川県,真鶴町,まなづるまち,町,真鶴,まなづる
143847,神奈川県,湯河原町,ゆがわらまち,町,湯河原,ゆがわら
144011,神奈川県,愛川町,あいかわまち,町,愛川,あいかわ
144029,神奈川県,清川村,きよかわむら,村,清川,きよかわ
151009,新潟県,新潟市,にいがたし,市,新潟,にいがた
152021,新潟県,長岡市,ながおかし,市,長岡,ながおか
152048,新潟県,三条市,さんじょうし,市,三条,さんじょう
152056,新潟県,柏崎市,かしわざきし,市,柏崎,かしわざき
152064,新潟県,新発田市,しばたし,市,新発田,しばた
152081,新潟県,小千谷市,おぢやし,市,小千谷,おぢや
152099,新潟県,加茂市,かもし,市,加茂,かも
152102,新潟県,十日町市,とおかまちし,市,十日町,とおかまち
152111,新潟県,見附市,みつけし,市,見附,みつけ
152129,新潟県,村上市,むらかみし,市,村上,むらかみ
152137,新潟県,燕市,つばめし,市,燕,つばめ
152161,新潟県,糸魚川市,いといがわし,市,糸魚川,いといがわ
152170,新潟県,妙高市,みょうこうし,市,妙高,みょうこう
152188,新潟県,五泉市,ごせんし,市,五泉,ごせん
152226,新潟県,上越市,じょうえつし,市,上越,じょうえつ
152234,新潟県,阿賀野市,あがのし,市,阿賀野,あがの
152242,新潟県,佐渡市,さどし,市,佐渡,さど
152251,新潟県,魚沼市,うおぬまし,市,魚沼,うおぬま
152269,新潟県,南魚沼市,みなみうおぬまし,市,南魚沼,みなみうおぬま
152277,新潟県,胎内市,たいないし,市,胎内,たいない
153079,新潟県,聖籠町,せいろうまち,町,聖籠,せいろう
153427,新潟県,弥彦村,やひこむら,村,弥彦,やひこ
153613,新潟県,田上町,たがみまち,町,田上,たがみ
153851,新潟県,阿賀町,あがまち,町,阿賀,あが
154059,新潟県,出雲崎町,いずもざきまち,町,出雲崎,いずもざき
154610,新潟県,湯沢町,ゆざわまち,町,湯沢,ゆざわ
154822,新潟県,津南町,つなんまち,町,津南,つなん
155047,新潟県,刈羽村,かりわむら,村,刈羽,かりわ
155811,新潟県,関川村,せきかわむら,村,関川,せきかわ
155861,新潟県,粟島浦村,あわしまうらむら,村,粟島浦,あわしまうら
162019,富山県,富山市,とやまし,市,富山,とやま
162027,富山県,高岡市,たかおかし,市,高岡,たかおか
162043,富山県,魚津市,うおづし,市,魚津,うおづ
162051,富山県,氷見市,ひみし,市,氷見,ひみ
162060,富山県,滑川市,なめりかわし,市,滑川,なめりかわ
162078,富山県,黒部市,くろべし,市,黒部,くろべ
162086,富山県,砺波市,となみし,市,砺波,となみ
162094,富山県,小矢部市,おやべし,市,小矢部,おやべ
162108,富山県,南砺市,なんとし,市,南砺,なんと
162116,富山県,射水市,いみずし,市,射水,いみず
163210,富山県,舟橋村,ふなはしむら,村,舟橋,ふなはし
163228,富山県,上市町,かみいちまち,町,上市,かみいち
163236,富山県,立山町,たてやままち,町,立山,たてやま
163422,富山県,入善町,にゅうぜんまち,町,入善,にゅうぜん
163431,富山県,朝日町,あさひまち,町,朝日,あさひ
172014,石川県,金沢市,かなざわし,市,金沢,かなざわ
172022,石川県,七尾市,ななおし,市,七尾,ななお
172031,石川県,小松市,こまつし,市,小松,こまつ
172049,石川県,輪島市,わじまし,市,輪島,わじま
172057,石川県,珠洲市,すずし,市,珠洲,すず
172065,石川県,加賀市,かがし,市,加賀,かが
172073,石川県,羽咋市,はくいし,市,羽咋,はくい
172090,石川県,かほく市,かほくし,市,かほく,かほく
172103,石川県,白山市,はくさんし,市,白山,はくさん
172111,石川県,能美市,のみし,市,能美,のみ
172120,石川県,野々市市,ののいちし,市,野々市,ののいち
173240,石川県,川北町,かわきたまち,町,川北,かわきた
173614,石川県,津幡町,つばたまち,町,津幡,つばた
173657,石川県,内灘町,うちなだまち,町,内灘,うちなだ
173843,石川県,志賀町,しかまち,町,志賀,しか
173860,石川県,宝達志水町,ほうだつしみずちょう,町,宝達志水,ほうだつしみず
174076,石川県,中能登町,なかのとまち,町,中能登,なかのと
174611,石川県,穴水町,あなみずまち,町,穴水,あなみず
174637,石川県,能登町,のとちょう,町,能登,のと
182010,福井県,福井市,ふくいし,市,福井,ふくい
182028,福井県,敦賀市,つるがし,市,敦賀,つるが
182044,福井県,小浜市,おばまし,市,小浜,おばま
182052,福井県,大野市,おおのし,市,大野,おおの
182061,福井県,勝山市,かつやまし,市,勝山,かつやま
182079,福井県,鯖江市,さばえし,市,鯖江,さばえ
182087,福井県,あわら市,あわらし,市,あわら,あわら
182095,福井県,越前市,えちぜんし,市,越前,えちぜん
182109,福井県,坂井市,さかいし,市,坂井,さかい
183229,福井県,永平寺町,えいへいじちょう,町,永平寺,えいへいじ
183822,福井県,池田町,いけだちょう,町,池田,いけだ
184047,福井県,南越前町,みなみえちぜんちょう,町,南越前,みなみえちぜん
184233,福井県,越前町,えちぜんちょう,町,越前,えちぜん
184420,福井県,美浜町,みはまちょう,町,美浜,みはま
184811,福井県,高浜町,たかはまちょう,町,高浜,たかはま
184837,福井県,おおい町,おおいちょう,町,おおい,おおい
185019,福井県,若狭町,わかさちょう,町,若狭,わかさ
192015,山梨県,甲府市,こうふし,市,甲府,こうふ
192023,山梨県,富士吉田市,ふじよしだし,市,富士吉田,ふじよしだ
192040,山梨県,都留市,つるし,市,都留,つる
192058,山梨県,山梨市,やまなしし,市,山梨,やまなし
192066,山梨県,大月市,おおつきし,市,大月,おおつき
192074,山梨県,韮崎市,にらさきし,市,韮崎,にらさき
192082,山梨県,南アルプス市,みなみあるぷすし,市,南アルプス,みなみあるぷす
192091,山梨県,北杜市,ほくとし,市,北杜,ほくと
192104,山梨県,甲斐市,かいし,市,甲斐,かい
192112,山梨県,笛吹市,ふえふきし,市,笛吹,ふえふき
192121,山梨県,上野原市,うえのはらし,市,上野原,うえのはら
192139,山梨県,甲州市,こうしゅうし,市,甲州,こうしゅう
192147,山梨県,中央市,ちゅうおうし,市,中央,ちゅうおう
193461,山梨県,市川三郷町,いちかわみさとちょう,町,市川三郷,いちかわみさと
193640,山梨県,早川町,はやかわちょう,町,早川,はやかわ
193658,山梨県,身延町,みのぶちょう,町,身延,みのぶ
193666,山梨県,南部町,なんぶちょう,町,南部,なんぶ
193682,山梨県,富士川町,ふじかわちょう,町,富士川,ふじかわ
193844,山梨県,昭和町,しょうわちょう,町,昭和,しょうわ
194221,山梨県,道志村,どうしむら,村,道志,どうし
194239,山梨県,西桂町,にしかつらちょう,町,西桂,にしかつら
194247,山梨県,忍野村,おしのむら,村,忍野,おしの
194255,山梨県,山中湖村,やまなかこむら,村,山中湖,やまなかこ
194298,山梨県,鳴沢村,なるさわむら,村,鳴沢,なるさわ
194301,山梨県,富士河口湖町,ふじかわぐちこまち,町,富士河口湖,ふじかわぐちこ
194425,山梨県,小菅村,こすげむら,村,小菅,こすげ
194433,山梨県,丹波山村,たばやまむら,村,丹波山,たばやま
202011,長野県,長野市,ながのし,市,長野,ながの
202029,長野県,松本市,まつもとし,市,松本,まつもと
202037,長野県,上田市,うえだし,市,上田,うえだ
202045,長野県,岡谷市,おかやし,市,岡谷,おかや
202053,長野県,飯田市,いいだし,市,飯田,いいだ
202061,長野県,諏訪市,すわし,市,諏訪,すわ
202070,長野県,須坂市,すざかし,市,須坂,すざか
202088,長野県,小諸市,こもろし,市,小諸,こもろ
202096,長野県,伊那市,いなし,市,伊那,いな
202100,長野県,駒ヶ根市,こまがねし,市,駒ヶ根,こまがね
202118,長野県,中野市,なかのし,市,中野,なかの
202126,長野県,大町市,おおまちし,市,大町,おおまち
202134,長野県,飯山市,いいやまし,市,飯山,いいやま
202142,長野県,茅野市,ちのし,市,茅野,ちの
202151,長野県,塩尻市,しおじりし,市,塩尻,しおじり
202177,長野県,佐久市,さくし,市,佐久,さく
202185,長野県,千曲市,ちくまし,市,千曲,ちくま
202193,長野県,東御市,とうみし,市,東御,とうみ
202207,長野県,安曇野市,あづみのし,市,安曇野,あづみの
203033,長野県,小海町,こうみまち,町,小海,こうみ
203041,長野県,川上村,かわかみむら,村,川上,かわかみ
203050,長野県,南牧村,みなみまきむら,村,南牧,みなみまき
203068,長野県,南相木村,みなみあいきむら,村,南相木,みなみあいき
203076,長野県,北相木村,きたあいきむら,村,北相木,きたあいき
203092,長野県,佐久穂町,さくほまち,町,佐久穂,さくほ
203211,長野県,軽井沢町,かるいざわまち,町,軽井沢,かるいざわ
203238,長野県,御代田町,みよたまち,町,御代田,みよた
203246,長野県,立科町,たてしなまち,町,立科,たてしな
203491,長野県,青木村,あおきむら,村,青木,あおき
203505,長野県,長和町,ながわまち,町,長和,ながわ
203611,長野県,下諏訪町,しもすわまち,町,下諏訪,しもすわ
203629,長野県,富士見町,ふじみまち,町,富士見,ふじみ
203637,長野県,原村,はらむら,村,原,はら
203823,長野県,辰野町,たつのまち,町,辰野,たつの
203831,長野県,箕輪町,みのわまち,町,箕輪,みのわ
203840,長野県,飯島町,いいじままち,町,飯島,いいじま
203858,長野県,南箕輪村,みなみみのわむら,村,南箕輪,みなみみのわ
203866,長野県,中川村,なかがわむら,村,中川,なかがわ
203882,長野県,宮田村,みやだむら,村,宮田,みやだ
204021,長野県,松川町,まつかわまち,町,松川,まつかわ
204030,長野県,高森町,たかもりまち,町,高森,たかもり
204048,長野県,阿南町,あなんちょう,町,阿南,あなん
204072,長野県,阿智村,あちむら,村,阿智,あち
204099,長野県,平谷村,ひらやむら,村,平谷,ひらや
204102,長野県,根羽村,ねばむら,村,根羽,ねば
204111,長野県,下條村,しもじょうむら,村,下條,しもじょう
204129,長野県,売木村,うるぎむら,村,売木,うるぎ
204137,長野県,天龍村,てんりゅうむら,村,天龍,てんりゅう
204145,長野県,泰阜村,やすおかむら,村,泰阜,やすおか
204153,長野県,喬木村,たかぎむら,村,喬木,たかぎ
204161,長野県,豊丘村,とよおかむら,村,豊丘,とよおか
204170,長野県,大鹿村,おおしかむら,村,大鹿,おおしか
204226,長野県,上松町,あげまつまち,町,上松,あげまつ
204234,長野県,南木曽町,なぎそまち,町,南木曽,なぎそ
204251,長野県,木祖村,きそむら,村,木祖,きそ
204293,長野県,王滝村,おうたきむら,村,王滝,おうたき
204307,長野県,大桑村,おおくわむら,村,大桑,おおくわ
204323,長野県,木曽町,きそまち,町,木曽,きそ
204463,長野県,麻績村,おみむら,村,麻績,おみ
204480,長野県,生坂村,いくさかむら,村,生坂,いくさか
204501,長野県,山形村,やまがたむら,村,山形,やまがた
204510,長野県,朝日村,あさひむら,村,朝日,あさひ
204528,長野県,筑北村,ちくほくむら,村,筑北,ちくほく
204811,長野県,池田町,いけだまち,町,池田,いけだ
204820,長野県,松川村,まつかわむら,村,松川,まつかわ
204854,長野県,白馬村,はくばむら,村,白馬,はくば
204862,長野県,小谷村,おたりむら,村,小谷,おたり
205214,長野県,坂城町,さかきまち,町,坂城,さかき
205419,長野県,小布施町,おぶせまち,町,小布施,おぶせ
205435,長野県,高山村,たかやまむら,村,高山,たかやま
205613,長野県,山ノ内町,やまのうちまち,町,山ノ内,やまのうち
205621,長野県,木島平村,きじまだいらむら,村,木島平,きじまだいら
205630,長野県,野沢温泉村,のざわおんせんむら,村,野沢温泉,のざわおんせん
205834,長野県,信濃町,しなのまち,町,信濃,しなの
205885,長野県,小川村,おがわむら,村,小川,おがわ
205907,長野県,飯綱町,いいづなまち,町,飯綱,いいづな
206024,長野県,栄村,さかえむら,村,栄,さかえ
212016,岐阜県,岐阜市,ぎふし,市,岐阜,ぎふ
212024,岐阜県,大垣市,おおがきし,市,大垣,おおがき
212032,岐阜県,高山市,たかやまし,市,高山,たかやま
212041,岐阜県,多治見市,たじみし,市,多治見,たじみ
