municipality_code,prefecture,municipality_name,reading_hiragana,municipality_category,name_short,reading_short
212059,岐阜県,関市,せきし,市,関,せき
212067,岐阜県,中津川市,なかつがわし,市,中津川,なかつがわ
212075,岐阜県,美濃市,みのし,市,美濃,みの
212083,岐阜県,瑞浪市,みずなみし,市,瑞浪,みずなみ
212091,岐阜県,羽島市,はしまし,市,羽島,はしま
212105,岐阜県,恵那市,えなし,市,恵那,えな
212113,岐阜県,美濃加茂市,みのかもし,市,美濃加茂,みのかも
212121,岐阜県,土岐市,ときし,市,土岐,とき
212130,岐阜県,各務原市,かかみがはらし,市,各務原,かかみがはら
212148,岐阜県,可児市,かにし,市,可児,かに
212156,岐阜県,山県市,やまがたし,市,山県,やまがた
212164,岐阜県,瑞穂市,みずほし,市,瑞穂,みずほ
212172,岐阜県,飛騨市,ひだし,市,飛騨,ひだ
212181,岐阜県,本巣市,もとすし,市,本巣,もとす
212199,岐阜県,郡上市,ぐじょうし,市,郡上,ぐじょう
212202,岐阜県,下呂市,げろし,市,下呂,げろ
212211,岐阜県,海津市,かいづし,市,海津,かいづ
213021,岐阜県,岐南町,ぎなんちょう,町,岐南,ぎなん
213039,岐阜県,笠松町,かさまつちょう,町,笠松,かさまつ
213411,岐阜県,養老町,ようろうちょう,町,養老,ようろう
213616,岐阜県,垂井町,たるいちょう,町,垂井,たるい
213624,岐阜県,関ケ原町,せきがはらちょう,町,関ケ原,せきがはら
213811,岐阜県,神戸町,ごうどちょう,町,神戸,ごうど
213829,岐阜県,輪之内町,わのうちちょう,町,輪之内,わのうち
213837,岐阜県,安八町,あんぱちちょう,町,安八,あんぱち
214019,岐阜県,揖斐川町,いびがわちょう,町,揖斐川,いびがわ
214035,岐阜県,大野町,おおのちょう,町,大野,おおの
214043,岐阜県,池田町,いけだちょう,町,池田,いけだ
214213,岐阜県,北方町,きたがたちょう,町,北方,きたがた
215015,岐阜県,坂祝町,さかほぎちょう,町,坂祝,さかほぎ
215023,岐阜県,富加町,とみかちょう,町,富加,とみか
215031,岐阜県,川辺町,かわべちょう,町,川辺,かわべ
215040,岐阜県,七宗町,ひちそうちょう,町,七宗,ひちそう
215058,岐阜県,八百津町,やおつちょう,町,八百津,やおつ
215066,岐阜県,白川町,しらかわちょう,町,白川,しらかわ
215074,岐阜県,東白川村,ひがししらかわむら,村,東白川,ひがししらかわ
215210,岐阜県,御嵩町,みたけちょう,町,御嵩,みたけ
216046,岐阜県,白川村,しらかわむら,村,白川,しらかわ
221007,静岡県,静岡市,しずおかし,市,静岡,しずおか
221309,静岡県,浜松市,はままつし,市,浜松,はままつ
222038,静岡県,沼津市,ぬまづし,市,沼津,ぬまづ
222054,静岡県,熱海市,あたみし,市,熱海,あたみ
222062,静岡県,三島市,みしまし,市,三島,みしま
222071,静岡県,富士宮市,ふじのみやし,市,富士宮,ふじのみや
222089,静岡県,伊東市,いとうし,市,伊東,いとう
222097,静岡県,島田市,しまだし,市,島田,しまだ
222101,静岡県,富士市,ふじし,市,富士,ふじ
222119,静岡県,磐田市,いわたし,市,磐田,いわた
222127,静岡県,焼津市,やいづし,市,焼津,やいづ
222135,静岡県,掛川市,かけがわし,市,掛川,かけがわ
222143,静岡県,藤枝市,ふじえだし,市,藤枝,ふじえだ
222151,静岡県,御殿場市,ごてんばし,市,御殿場,ごてんば
222160,静岡県,袋井市,ふくろいし,市,袋井,ふくろい
222194,静岡県,下田市,しもだし,市,下田,しもだ
222208,静岡県,裾野市,すそのし,市,裾野,すその
222216,静岡県,湖西市,こさいし,市,湖西,こさい
222224,静岡県,伊豆市,いずし,市,伊豆,いず
222232,静岡県,御前崎市,おまえざきし,市,御前崎,おまえざき
222241,静岡県,菊川市,きくがわし,市,菊川,きくがわ
222259,静岡県,伊豆の国市,いずのくにし,市,伊豆の国,いずのくに
222267,静岡県,牧之原市,まきのはらし,市,牧之原,まきのはら
223018,静岡県,東伊豆町,ひがしいずちょう,町,東伊豆,ひがしいず
223026,静岡県,河津町,かわづちょう,町,河津,かわづ
223042,静岡県,南伊豆町,みなみいずちょう,町,南伊豆,みなみいず
223051,静岡県,松崎町,まつざきちょう,町,松崎,まつざき
223069,静岡県,西伊豆町,にしいずちょう,町,西伊豆,にしいず
223255,静岡県,函南町,かんなみちょう,町,函南,かんなみ
223417,静岡県,清水町,しみずちょう,町,清水,しみず
223425,静岡県,長泉町,ながいずみちょう,町,長泉,ながいずみ
223441,静岡県,小山町,おやまちょう,町,小山,おやま
224243,静岡県,吉田町,よしだちょう,町,吉田,よしだ
224294,静岡県,川根本町,かわねほんちょう,町,川根本,かわねほん
224618,静岡県,森町,もりまち,町,森,もり
231002,愛知県,名古屋市,なごやし,市,名古屋,なごや
232017,愛知県,豊橋市,とよはしし,市,豊橋,とよはし
232025,愛知県,岡崎市,おかざきし,市,岡崎,おかざき
232033,愛知県,一宮市,いちのみやし,市,一宮,いちのみや
232041,愛知県,瀬戸市,せとし,市,瀬戸,せと
232050,愛知県,半田市,はんだし,市,半田,はんだ
232068,愛知県,春日井市,かすがいし,市,春日井,かすがい
232076,愛知県,豊川市,とよかわし,市,豊川,とよかわ
232084,愛知県,津島市,つしまし,市,津島,つしま
232092,愛知県,碧南市,へきなんし,市,碧南,へきなん
232106,愛知県,刈谷市,かりやし,市,刈谷,かりや
232114,愛知県,豊田市,とよたし,市,豊田,とよた
232122,愛知県,安城市,あんじょうし,市,安城,あんじょう
232131,愛知県,西尾市,にしおし,市,西尾,にしお
232149,愛知県,蒲郡市,がまごおりし,市,蒲郡,がまごおり
232157,愛知県,犬山市,いぬやまし,市,犬山,いぬやま
232165,愛知県,常滑市,とこなめし,市,常滑,とこなめ
232173,愛知県,江南市,こうなんし,市,江南,こうなん
232190,愛知県,小牧市,こまきし,市,小牧,こまき
232203,愛知県,稲沢市,いなざわし,市,稲沢,いなざわ
232211,愛知県,新城市,しんしろし,市,新城,しんしろ
232220,愛知県,東海市,とうかいし,市,東海,とうかい
232238,愛知県,大府市,おおぶし,市,大府,おおぶ
232246,愛知県,知多市,ちたし,市,知多,ちた
232254,愛知県,知立市,ちりゅうし,市,知立,ちりゅう
232262,愛知県,尾張旭市,おわりあさひし,市,尾張旭,おわりあさひ
232271,愛知県,高浜市,たかはまし,市,高浜,たかはま
232289,愛知県,岩倉市,いわくらし,市,岩倉,いわくら
232297,愛知県,豊明市,とよあけし,市,豊明,とよあけ
232301,愛知県,日進市,にっしんし,市,日進,にっしん
232319,愛知県,田原市,たはらし,市,田原,たはら
232327,愛知県,愛西市,あいさいし,市,愛西,あいさい
232335,愛知県,清須市,きよすし,市,清須,きよす
232343,愛知県,北名古屋市,きたなごやし,市,北名古屋,きたなごや
232351,愛知県,弥富市,やとみし,市,弥富,やとみ
232360,愛知県,みよし市,みよしし,市,みよし,みよし
232378,愛知県,あま市,あまし,市,あま,あま
232386,愛知県,長久手市,ながくてし,市,長久手,ながくて
233021,愛知県,東郷町,とうごうちょう,町,東郷,とうごう
233421,愛知県,豊山町,とよやまちょう,町,豊山,とよやま
233617,愛知県,大口町,おおぐちちょう,町,大口,おおぐち
233625,愛知県,扶桑町,ふそうちょう,町,扶桑,ふそう
234249,愛知県,大治町,おおはるちょう,町,大治,おおはる
234257,愛知県,蟹江町,かにえちょう,町,蟹江,かにえ
234273,愛知県,飛島村,とびしまむら,村,飛島,とびしま
234419,愛知県,阿久比町,あぐいちょう,町,阿久比,あぐい
234427,愛知県,東浦町,ひがしうらちょう,町,東浦,ひがしうら
234451,愛知県,南知多町,みなみちたちょう,町,南知多,みなみちた
234460,愛知県,美浜町,みはまちょう,町,美浜,みはま
234478,愛知県,武豊町,たけとよちょう,町,武豊,たけとよ
235016,愛知県,幸田町,こうたちょう,町,幸田,こうた
235610,愛知県,設楽町,したらちょう,町,設楽,したら
235628,愛知県,東栄町,とうえいちょう,町,東栄,とうえい
235636,愛知県,豊根村,とよねむら,村,豊根,とよね
242012,三重県,津市,つし,市,津,つ
242021,三重県,四日市市,よっかいちし,市,四日市,よっかいち
242039,三重県,伊勢市,いせし,市,伊勢,いせ
242047,三重県,松阪市,まつさかし,市,松阪,まつさか
242055,三重県,桑名市,くわなし,市,桑名,くわな
242071,三重県,鈴鹿市,すずかし,市,鈴鹿,すずか
242080,三重県,名張市,なばりし,市,名張,なばり
242098,三重県,尾鷲市,おわせし,市,尾鷲,おわせ
242101,三重県,亀山市,かめやまし,市,亀山,かめやま
242110,三重県,鳥羽市,とばし,市,鳥羽,とば
242128,三重県,熊野市,くまのし,市,熊野,くまの
242144,三重県,いなべ市,いなべし,市,いなべ,いなべ
242152,三重県,志摩市,しまし,市,志摩,しま
242161,三重県,伊賀市,いがし,市,伊賀,いが
243035,三重県,木曽岬町,きそさきちょう,町,木曽岬,きそさき
243248,三重県,東員町,とういんちょう,町,東員,とういん
243418,三重県,菰野町,こものちょう,町,菰野,こもの
243434,三重県,朝日町,あさひちょう,町,朝日,あさひ
243442,三重県,川越町,かわごえちょう,町,川越,かわごえ
244414,三重県,多気町,たきちょう,町,多気,たき
244422,三重県,明和町,めいわちょう,町,明和,めいわ
244431,三重県,大台町,おおだいちょう,町,大台,おおだい
244619,三重県,玉城町,たまきちょう,町,玉城,たまき
244708,三重県,度会町,わたらいちょう,町,度会,わたらい
244716,三重県,大紀町,たいきちょう,町,大紀,たいき
244724,三重県,南伊勢町,みなみいせちょう,町,南伊勢,みなみいせ
245437,三重県,紀北町,きほくちょう,町,紀北,きほく
245615,三重県,御浜町,みはまちょう,町,御浜,みはま
245623,三重県,紀宝町,きほうちょう,町,紀宝,きほう
252018,滋賀県,大津市,おおつし,市,大津,おおつ
252026,滋賀県,彦根市,ひこねし,市,彦根,ひこね
252034,滋賀県,長浜市,ながはまし,市,長浜,ながはま
252042,滋賀県,近江八幡市,おうみはちまんし,市,近江八幡,おうみはちまん
252069,滋賀県,草津市,くさつし,市,草津,くさつ
252077,滋賀県,守山市,もりやまし,市,守山,もりやま
252085,滋賀県,栗東市,りっとうし,市,栗東,りっとう
252093,滋賀県,甲賀市,こうかし,市,甲賀,こうか
252107,滋賀県,野洲市,やすし,市,野洲,やす
252115,滋賀県,湖南市,こなんし,市,湖南,こなん
252123,滋賀県,高島市,たかしまし,市,高島,たかしま
252131,滋賀県,東近江市,ひがしおうみし,市,東近江,ひがしおうみ
252140,滋賀県,米原市,まいばらし,市,米原,まいばら
253839,滋賀県,日野町,ひのちょう,町,日野,ひの
253847,滋賀県,竜王町,りゆうおうちょう,町,竜王,りゆうおう
254258,滋賀県,愛荘町,あいしょうちょう,町,愛荘,あいしょう
254410,滋賀県,豊郷町,とよさとちょう,町,豊郷,とよさと
254428,滋賀県,甲良町,こうらちょう,町,甲良,こうら
254436,滋賀県,多賀町,たがちょう,町,多賀,たが
261009,京都府,京都市,きょうとし,市,京都,きょうと
262013,京都府,福知山市,ふくちやまし,市,福知山,ふくちやま
262021,京都府,舞鶴市,まいづるし,市,舞鶴,まいづる
262030,京都府,綾部市,あやべし,市,綾部,あやべ
262048,京都府,宇治市,うじし,市,宇治,うじ
262056,京都府,宮津市,みやづし,市,宮津,みやづ
262064,京都府,亀岡市,かめおかし,市,亀岡,かめおか
262072,京都府,城陽市,じょうようし,市,城陽,じょうよう
262081,京都府,向日市,むこうし,市,向日,むこう
262099,京都府,長岡京市,ながおかきょうし,市,長岡京,ながおかきょう
262102,京都府,八幡市,やわたし,市,八幡,やわた
262111,京都府,京田辺市,きょうたなべし,市,京田辺,きょうたなべ
262129,京都府,京丹後市,きょうたんごし,市,京丹後,きょうたんご
262137,京都府,南丹市,なんたんし,市,南丹,なんたん
262145,京都府,木津川市,きづがわし,市,木津川,きづがわ
263036,京都府,大山崎町,おおやまざきちょう,町,大山崎,おおやまざき
263222,京都府,久御山町,くみやまちょう,町,久御山,くみやま
263435,京都府,井手町,いでちょう,町,井手,いで
263443,京都府,宇治田原町,うじたわらちょう,町,宇治田原,うじたわら
263648,京都府,笠置町,かさぎちょう,町,笠置,かさぎ
263656,京都府,和束町,わづかちょう,町,和束,わづか
263664,京都府,精華町,せいかちょう,町,精華,せいか
263672,京都府,南山城村,みなみやましろむら,村,南山城,みなみやましろ
264075,京都府,京丹波町,きょうたんばちょう,町,京丹波,きょうたんば
264636,京都府,伊根町,いねちょう,町,伊根,いね
264652,京都府,与謝野町,よさのちょう,町,与謝野,よさの
271004,大阪府,大阪市,おおさかし,市,大阪,おおさか
271403,大阪府,堺市,さかいし,市,堺,さかい
272027,大阪府,岸和田市,きしわだし,市,岸和田,きしわだ
272035,大阪府,豊中市,とよなかし,市,豊中,とよなか
272043,大阪府,池田市,いけだし,市,池田,いけだ
272051,大阪府,吹田市,すいたし,市,吹田,すいた
272060,大阪府,泉大津市,いずみおおつし,市,泉大津,いずみおおつ
272078,大阪府,高槻市,たかつきし,市,高槻,たかつき
272086,大阪府,貝塚市,かいづかし,市,貝塚,かいづか
272094,大阪府,守口市,もりぐちし,市,守口,もりぐち
272108,大阪府,枚方市,ひらかたし,市,枚方,ひらかた
272116,大阪府,茨木市,いばらきし,市,茨木,いばらき
272124,大阪府,八尾市,やおし,市,八尾,やお
272132,大阪府,泉佐野市,いずみさのし,市,泉佐野,いずみさの
272141,大阪府,富田林市,とんだばやしし,市,富田林,とんだばやし
272159,大阪府,寝屋川市,ねやがわし,市,寝屋川,ねやがわ
272167,大阪府,河内長野市,かわちながのし,市,河内長野,かわちながの
272175,大阪府,松原市,まつばらし,市,松原,まつばら
272183,大阪府,大東市,だいとうし,市,大東,だいとう
272191,大阪府,和泉市,いずみし,市,和泉,いずみ
272205,大阪府,箕面市,みのおし,市,箕面,みのお
272213,大阪府,柏原市,かしわらし,市,柏原,かしわら
272221,大阪府,羽曳野市,はびきのし,市,羽曳野,はびきの
272230,大阪府,門真市,かどまし,市,門真,かどま
272248,大阪府,摂津市,せっつし,市,摂津,せっつ
272256,大阪府,高石市,たかいしし,市,高石,たかいし
272264,大阪府,藤井寺市,ふじいでらし,市,藤井寺,ふじいでら
272272,大阪府,東大阪市,ひがしおおさかし,市,東大阪,ひがしおおさか
272281,大阪府,泉南市,せんなんし,市,泉南,せんなん
272299,大阪府,四條畷市,しじようなわてし,市,四條畷,しじようなわて
272302,大阪府,交野市,かたのし,市,交野,かたの
272311,大阪府,大阪狭山市,おおさかさやまし,市,大阪狭山,おおさかさやま
272329,大阪府,阪南市,はんなんし,市,阪南,はんなん
273015,大阪府,島本町,しまもとちょう,町,島本,しまもと
273210,大阪府,豊能町,とよのちょう,町,豊能,とよの
273228,大阪府,能勢町,のせちょう,町,能勢,のせ
273414,大阪府,忠岡町,ただおかちょう,町,忠岡,ただおか
273619,大阪府,熊取町,くまとりちょう,町,熊取,くまとり
273627,大阪府,田尻町,たじりちょう,町,田尻,たじり
273660,大阪府,岬町,みさきちょう,町,岬,みさき
273813,大阪府,太子町,たいしちょう,町,太子,たいし
273821,大阪府,河南町,かなんちょう,町,河南,かなん
273830,大阪府,千早赤阪村,ちはやあかさかむら,村,千早赤阪,ちはやあかさか
281000,兵庫県,神戸市,こうべし,市,神戸,こうべ
282014,兵庫県,姫路市,ひめじし,市,姫路,ひめじ
282022,兵庫県,尼崎市,あまがさきし,市,尼崎,あまがさき
282031,兵庫県,明石市,あかしし,市,明石,あかし
282049,兵庫県,西宮市,にしのみやし,市,西宮,にしのみや
282057,兵庫県,洲本市,すもとし,市,洲本,すもと
282065,兵庫県,芦屋市,あしやし,市,芦屋,あしや
282073,兵庫県,伊丹市,いたみし,市,伊丹,いたみ
282081,兵庫県,相生市,あいおいし,市,相生,あいおい
282090,兵庫県,豊岡市,とよおかし,市,豊岡,とよおか
282103,兵庫県,加古川市,かこがわし,市,加古川,かこがわ
282120,兵庫県,赤穂市,あこうし,市,赤穂,あこう
282138,兵庫県,西脇市,にしわきし,市,西脇,にしわき
282146,兵庫県,宝塚市,たからづかし,市,宝塚,たからづか
282154,兵庫県,三木市,みきし,市,三木,みき
282162,兵庫県,高砂市,たかさごし,市,高砂,たかさご
282171,兵庫県,川西市,かわにしし,市,川西,かわにし
282189,兵庫県,小野市,おのし,市,小野,おの
282197,兵庫県,三田市,さんだし,市,三田,さんだ
282201,兵庫県,加西市,かさいし,市,加西,かさい
282219,兵庫県,丹波篠山市,たんばささやまし,市,丹波篠山,たんばささやま
282227,兵庫県,養父市,やぶし,市,養父,やぶ
282235,兵庫県,丹波市,たんばし,市,丹波,たんば
282243,兵庫県,南あわじ市,みなみあわじし,市,南あわじ,みなみあわじ
282251,兵庫県,朝来市,あさごし,市,朝来,あさご
282260,兵庫県,淡路市,あわじし,市,淡路,あわじ
282278,兵庫県,宍粟市,しそうし,市,宍粟,しそう
282286,兵庫県,加東市,かとうし,市,加東,かとう
282294,兵庫県,たつの市,たつのし,市,たつの,たつの
283011,兵庫県,猪名川町,いながわちょう,町,猪名川,いながわ
283657,兵庫県,多可町,たかちょう,町,多可,たか
283819,兵庫県,稲美町,いなみちょう,町,稲美,いなみ
283827,兵庫県,播磨町,はりまちょう,町,播磨,はりま
284424,兵庫県,市川町,いちかわちょう,町,市川,いちかわ
284432,兵庫県,福崎町,ふくさきちょう,町,福崎,ふくさき
284467,兵庫県,神河町,かみかわちょう,町,神河,かみかわ
284645,兵庫県,太子町,たいしちょう,町,太子,たいし
284815,兵庫県,上郡町,かみごおりちょう,町,上郡,かみごおり
285013,兵庫県,佐用町,さようちょう,町,佐用,さよう
285854,兵庫県,香美町,かみちょう,町,香美,かみ
285862,兵庫県,新温泉町,しんおんせんちょう,町,新温泉,しんおんせん
292010,奈良県,奈良市,ならし,市,奈良,なら
292028,奈良県,大和高田市,やまとたかだし,市,大和高田,やまとたかだ
292036,奈良県,大和郡山市,やまとこおりやまし,市,大和郡山,やまとこおりやま
292044,奈良県,天理市,てんりし,市,天理,てんり
292052,奈良県,橿原市,かしはらし,市,橿原,かしはら
292061,奈良県,桜井市,さくらいし,市,桜井,さくらい
292079,奈良県,五條市,ごじょうし,市,五條,ごじょう
292087,奈良県,御所市,ごせし,市,御所,ごせ
292095,奈良県,生駒市,いこまし,市,生駒,いこま
292109,奈良県,香芝市,かしばし,市,香芝,かしば
292117,奈良県,葛城市,かつらぎし,市,葛城,かつらぎ
292125,奈良県,宇陀市,うだし,市,宇陀,うだ
293229,奈良県,山添村,やまぞえむら,村,山添,やまぞえ
293423,奈良県,平群町,へぐりちょう,町,平群,へぐり
293431,奈良県,三郷町,さんごうちょう,町,三郷,さんごう
293440,奈良県,斑鳩町,いかるがちょう,町,斑鳩,いかるが
293458,奈良県,安堵町,あんどちょう,町,安堵,あんど
293610,奈良県,川西町,かわにしちょう,町,川西,かわにし
293628,奈良県,三宅町,みやけちょう,町,三宅,みやけ
293636,奈良県,田原本町,たわらもとちょう,町,田原本,たわらもと
293857,奈良県,曽爾村,そにむら,村,曽爾,そに
293865,奈良県,御杖村,みつえむら,村,御杖,みつえ
294012,奈良県,高取町,たかとりちょう,町,高取,たかとり
294021,奈良県,明日香村,あすかむら,村,明日香,あすか
294241,奈良県,上牧町,かんまきちょう,町,上牧,かんまき
294250,奈良県,王寺町,おうじちょう,町,王寺,おうじ
294268,奈良県,広陵町,こうりようちょう,町,広陵,こうりよう
294276,奈良県,河合町,かわいちょう,町,河合,かわい
294411,奈良県,吉野町,よしのちょう,町,吉野,よしの
294420,奈良県,大淀町,おおよどちょう,町,大淀,おおよど
294438,奈良県,下市町,しもいちちょう,町,下市,しもいち
294446,奈良県,黒滝村,くろたきむら,村,黒滝,くろたき
294462,奈良県,天川村,てんかわむら,村,天川,てんかわ
294471,奈良県,野迫川村,のせがわむら,村,野迫川,のせがわ
294497,奈良県,十津川村,とつかわむら,村,十津川,とつかわ
294501,奈良県,下北山村,しもきたやまむら,村,下北山,しもきたやま
294519,奈良県,上北山村,かみきたやまむら,村,上北山,かみきたやま
294527,奈良県,川上村,かわかみむら,村,川上,かわかみ
294535,奈良県,東吉野村,ひがしよしのむら,村,東吉野,ひがしよしの
302015,和歌山県,和歌山市,わかやまし,市,和歌山,わかやま
302023,和歌山県,海南市,かいなんし,市,海南,かいなん
302031,和歌山県,橋本市,はしもとし,市,橋本,はしもと
302040,和歌山県,有田市,ありだし,市,有田,ありだ
302058,和歌山県,御坊市,ごぼうし,市,御坊,ごぼう
302066,和歌山県,田辺市,たなべし,市,田辺,たなべ
302074,和歌山県,新宮市,しんぐうし,市,新宮,しんぐう
302082,和歌山県,紀の川市,きのかわし,市,紀の川,きのかわ
302091,和歌山県,岩出市,いわでし,市,岩出,いわで
303046,和歌山県,紀美野町,きみのちょう,町,紀美野,きみの
303411,和歌山県,かつらぎ町,かつらぎちょう,町,かつらぎ,かつらぎ
303437,和歌山県,九度山町,くどやまちょう,町,九度山,くどやま
303445,和歌山県,高野町,こうやちょう,町,高野,こうや
303615,和歌山県,湯浅町,ゆあさちょう,町,湯浅,ゆあさ
303623,和歌山県,広川町,ひろがわちょう,町,広川,ひろがわ
303666,和歌山県,有田川町,ありだがわちょう,町,有田川,ありだがわ
303810,和歌山県,美浜町,みはまちょう,町,美浜,みはま
303828,和歌山県,日高町,ひだかちょう,町,日高,ひだか
303836,和歌山県,由良町,ゆらちょう,町,由良,ゆら
303909,和歌山県,印南町,いなみちょう,町,印南,いなみ
303917,和歌山県,みなべ町,みなべちょう,町,みなべ,みなべ
303925,和歌山県,日高川町,ひだかがわちょう,町,日高川,ひだかがわ
304018,和歌山県,白浜町,しらはまちょう,町,白浜,しらはま
304042,和歌山県,上富田町,かみとんだちょう,町,上富田,かみとんだ
304069,和歌山県,すさみ町,すさみちょう,町,すさみ,すさみ
304212,和歌山県,那智勝浦町,なちかつうらちょう,町,那智勝浦,なちかつうら
304221,和歌山県,太地町,たいじちょう,町,太地,たいじ
304247,和歌山県,古座川町,こざがわちょう,町,古座川,こざがわ
304271,和歌山県,北山村,きたやまむら,村,北山,きたやま
304280,和歌山県,串本町,くしもとちょう,町,串本,くしもと
312011,鳥取県,鳥取市,とっとりし,市,鳥取,とっとり
312029,鳥取県,米子市,よなごし,市,米子,よなご
312037,鳥取県,倉吉市,くらよしし,市,倉吉,くらよし
312045,鳥取県,境港市,さかいみなとし,市,境港,さかいみなと
313025,鳥取県,岩美町,いわみちょう,町,岩美,いわみ
313254,鳥取県,若桜町,わかさちょう,町,若桜,わかさ
313289,鳥取県,智頭町,ちづちょう,町,智頭,ちづ
313297,鳥取県,八頭町,やずちょう,町,八頭,やず
313645,鳥取県,三朝町,みささちょう,町,三朝,みささ
313700,鳥取県,湯梨浜町,ゆりはまちょう,町,湯梨浜,ゆりはま
313718,鳥取県,琴浦町,ことうらちょう,町,琴浦,ことうら
313726,鳥取県,北栄町,ほくえいちょう,町,北栄,ほくえい
313840,鳥取県,日吉津村,ひえづそん,村,日吉津,ひえづ
313866,鳥取県,大山町,だいせんちょう,町,大山,だいせん
313891,鳥取県,南部町,なんぶちょう,町,南部,なんぶ
313904,鳥取県,伯耆町,ほうきちょう,町,伯耆,ほうき
314013,鳥取県,日南町,にちなんちょう,町,日南,にちなん
314021,鳥取県,日野町,ひのちょう,町,日野,ひの
314030,鳥取県,江府町,こうふちょう,町,江府,こうふ
322016,島根県,松江市,まつえし,市,松江,まつえ
322024,島根県,浜田市,はまだし,市,浜田,はまだ
322032,島根県,出雲市,いずもし,市,出雲,いずも
322041,島根県,益田市,ますだし,市,益田,ますだ
322059,島根県,大田市,おおだし,市,大田,おおだ
322067,島根県,安来市,やすぎし,市,安来,やすぎ
322075,島根県,江津市,ごうつし,市,江津,ごうつ
322091,島根県,雲南市,うんなんし,市,雲南,うんなん
323438,島根県,奥出雲町,おくいずもちょう,町,奥出雲,おくいずも
323861,島根県,飯南町,いいなんちょう,町,飯南,いいなん
324418,島根県,川本町,かわもとまち,町,川本,かわもと
324485,島根県,美郷町,みさとちょう,町,美郷,みさと
324493,島根県,邑南町,おおなんちょう,町,邑南,おおなん
325015,島根県,津和野町,つわのちょう,町,津和野,つわの
325058,島根県,吉賀町,よしかちょう,町,吉賀,よしか
325252,島根県,海士町,あまちょう,町,海士,あま
325261,島根県,西ノ島町,にしのしまちょう,町,西ノ島,にしのしま
325279,島根県,知夫村,ちぶむら,村,知夫,ちぶ
325287,島根県,隠岐の島町,おきのしまちょう,町,隠岐の島,おきのしま
331007,岡山県,岡山市,おかやまし,市,岡山,おかやま
332020,岡山県,倉敷市,くらしきし,市,倉敷,くらしき
332038,岡山県,津山市,つやまし,市,津山,つやま
332046,岡山県,玉野市,たまのし,市,玉野,たまの
332054,岡山県,笠岡市,かさおかし,市,笠岡,かさおか
332071,岡山県,井原市,いばらし,市,井原,いばら
332089,岡山県,総社市,そうじやし,市,総社,そうじや
332097,岡山県,高梁市,たかはしし,市,高梁,たかはし
332101,岡山県,新見市,にいみし,市,新見,にいみ
332119,岡山県,備前市,びぜんし,市,備前,びぜん
332127,岡山県,瀬戸内市,せとうちし,市,瀬戸内,せとうち
332135,岡山県,赤磐市,あかいわし,市,赤磐,あかいわ
332143,岡山県,真庭市,まにわし,市,真庭,まにわ
332151,岡山県,美作市,みまさかし,市,美作,みまさか
332160,岡山県,浅口市,あさくちし,市,浅口,あさくち
333468,岡山県,和気町,わけちょう,町,和気,わけ
334235,岡山県,早島町,はやしまちょう,町,早島,はやしま
334456,岡山県,里庄町,さとしょうちょう,町,里庄,さとしょう
334618,岡山県,矢掛町,やかげちょう,町,矢掛,やかげ
335860,岡山県,新庄村,しんじようそん,村,新庄,しんじよう
336068,岡山県,鏡野町,かがみのちょう,町,鏡野,かがみの
336220,岡山県,勝央町,しょうおうちょう,町,勝央,しょうおう
336238,岡山県,奈義町,なぎちょう,町,奈義,なぎ
336432,岡山県,西粟倉村,にしあわくらそん,村,西粟倉,にしあわくら
336637,岡山県,久米南町,くめなんちょう,町,久米南,くめなん
336661,岡山県,美咲町,みさきちょう,町,美咲,みさき
336815,岡山県,吉備中央町,きびちゅうおうちょう,町,吉備中央,きびちゅうおう
341002,広島県,広島市,ひろしまし,市,広島,ひろしま
342025,広島県,呉市,くれし,市,呉,くれ
342033,広島県,竹原市,たけはらし,市,竹原,たけはら
342041,広島県,三原市,みはらし,市,三原,みはら
342050,広島県,尾道市,おのみちし,市,尾道,おのみち
342076,広島県,福山市,ふくやまし,市,福山,ふくやま
342084,広島県,府中市,ふちゅうし,市,府中,ふちゅう
342092,広島県,三次市,みよしし,市,三次,みよし
342106,広島県,庄原市,しょうばらし,市,庄原,しょうばら
342114,広島県,大竹市,おおたけし,市,大竹,おおたけ
342122,広島県,東広島市,ひがしひろしまし,市,東広島,ひがしひろしま
342131,広島県,廿日市市,はつかいちし,市,廿日市,はつかいち
342149,広島県,安芸高田市,あきたかたし,市,安芸高田,あきたかた
342157,広島県,江田島市,えたじまし,市,江田島,えたじま
343021,広島県,府中町,ふちゅうちょう,町,府中,ふちゅう
343048,広島県,海田町,かいたちょう,町,海田,かいた
343072,広島県,熊野町,くまのちょう,町,熊野,くまの
343099,広島県,坂町,さかちょう,町,坂,さか
343684,広島県,安芸太田町,あきおおたちょう,町,安芸太田,あきおおた
343692,広島県,北広島町,きたひろしまちょう,町,北広島,きたひろしま
344311,広島県,大崎上島町,おおさきかみじまちょう,町,大崎上島,おおさきかみじま
344621,広島県,世羅町,せらちょう,町,世羅,せら
345458,広島県,神石高原町,じんせきこうげんちょう,町,神石高原,じんせきこうげん
352012,山口県,下関市,しものせきし,市,下関,しものせき
352021,山口県,宇部市,うべし,市,宇部,うべ
352039,山口県,山口市,やまぐちし,市,山口,やまぐち
352047,山口県,萩市,はぎし,市,萩,はぎ
352063,山口県,防府市,ほうふし,市,防府,ほうふ
352071,山口県,下松市,くだまつし,市,下松,くだまつ
352080,山口県,岩国市,いわくにし,市,岩国,いわくに
